[2024-05-25 23:51:52,674: INFO: main: hello]
[2024-05-31 15:00:05,731: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-05-31 15:00:06,263: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-05-31 15:00:06,758: INFO: main: >>>>>> stage Prepare base model completed <<<<<<<

x========x]
[2024-05-31 15:00:06,758: INFO: main: ******************]
[2024-05-31 15:00:06,758: INFO: main: >>>>>> stage model training started <<<<<<<]
[2024-05-31 15:00:06,765: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-05-31 15:00:06,769: INFO: common: yaml file: params.yaml loaded successfully]
[2024-05-31 15:00:06,770: INFO: common: created directory at: artifacts]
[2024-05-31 15:00:06,773: INFO: common: created directory at: artifacts\training]
[2024-05-31 15:00:07,475: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-05-31 15:02:36,779: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-05-31 15:02:37,008: INFO: main: >>>>>> stage model training completed <<<<<<<

x========x]
[2024-05-31 15:02:37,009: INFO: main: ******************]
[2024-05-31 15:02:37,009: INFO: main: >>>>>> stage Evaluation Stage started <<<<<<<]
[2024-05-31 15:02:37,018: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-05-31 15:02:37,022: INFO: common: yaml file: params.yaml loaded successfully]
[2024-05-31 15:02:37,023: INFO: common: created directory at: artifacts]
[2024-05-31 15:02:37,574: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-05-31 15:03:19,004: INFO: common: json file saved at: scores.json]
[2024-05-31 15:03:19,006: INFO: common: json file saved at: scores.json]
[2024-05-31 15:03:54,845: INFO: main: >>>>>> stage Evaluation Stage completed <<<<<<<

x========x]
